1325951295447044097,pronunciamento de boulos e erundina!,neutral,pronouncement of boulos and erundina!
1325948242027294720,"@dadourado a galera parece não entender transferencia de votos não é mágica. se o pt sair de campos, esses votos não vão magicamente ir pro boulos ou qualquer outro candidato.",negative,"@dadourado the guys don't seem to understand transferring votes is not magic. if the pt leaves the fields, those votes will not magically go to boulos or any other candidate."
1325948241343623170,alô sp: é boulos/eru! #virasp50,neutral,hello sp: it's boulos / eru! # virasp50
1325948226705481729,"candidato de bolsonaro derrete em são paulo: via @estadao: pesquisa ibope sp: covas amplia vantagem; boulos, russomanno e frança disputam vaga no 2º turno - política - estadão -",negative,"bolsonaro candidate melts in são paulo: via @estadao: ibope sp research: covas expands advantage; boulos, russomanno and france compete for a place in the 2nd round - politics - state -"
1325948224469929987,"#virasp50 votarei boulos 50 para prefeito de sp. para vereador, bancada resista 50.000. @luizaerundina @guilhermeboulos o amor vencerá o ódio.",negative,"# virasp50 I will vote boulos 50 for mayor of sp. for councilor, bench resist 50,000. @luizaerundina @guilhermeboulos love will overcome hate."
1325948194568671233,"@elenalandau moro em salvador, sou anti petista e anti carlista, mas qdo vejo covas, russo, joice, boulos eu falei boulos ...vejo q estamos bem kkkkk",positive,"@elenalandau i live in salvador, i am anti petista and anti carlist, but when i see pits, russian, joice, boulos i said boulos ... i see we are fine kkkkk"
1325948193037807624,ao vivo agora. vamos virar! &gt; pronunciamento de boulos e erundina via @youtube,neutral,ao vivo agora. vamos virar! &gt; pronunciamento de boulos e erundina via @youtube
1325948192345772032,"@flavioalbuquer1 @vermelhos_sim @cylene_d bozo já perdeu todo e qualquer apoio internacional. até 2022 ele perde o apoio nacional. boulos não tem meios para chegar nos seus fins, gosto dele, mas é um político de discurso apenas",negative,"@ flavioalbuquer1 @vermelhos_sim @cylene_d bozo has already lost all international support. by 2022 he loses national support. boulos has no means of reaching his ends, I like him, but he is a politician of speech only"
1325948186666602502,"@guilhermeboulos bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@guilhermeboulos good airs fly over america, started with argentina, went to bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325948156547387393,"vou votar no boulos só pra não dizer que não fiz minha parte mas assim, de muita má vontade. psol e a esquerda branca me tiram do sério. boulos tá levando meu voto da mesma forma que o haddad levou em 2018, só pq a alternativa é muito ruim mesmo.",negative,"I'm going to vote for boulos just to not say that I didn't do my part, but like that, very unwillingly. psol and the white left take me seriously. boulos is taking my vote in the same way that haddad took in 2018, just because the alternative is really bad."
1325948132618809344,"@detremura @guilhermeboulos bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@detremura @guilhermeboulos good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325948124372881408,"quero muito boulos no segundo turno em sp, mas a gente sabe muito bem o que vai acontecer: todos os outros candidatos vão falar ""nem esquerda nem direita"" ou vão apoiar o corno do bruno covas e o boulos vai acabar perdendo",positive,"I want a lot of boulos in the second round in SP, but we know very well what will happen: all the other candidates will say ""neither left nor right"" or will support the horn of Bruno Covas and the boulos will end up losing"
1325948124196708352,"@mmarescast @jilmartatto @guilhermeboulos @dasilvabenedita @majordenice @adriana_accorsi @manueladavila @mariliaarraes @luiziannelinspt guilherme boulos, né? em sampa. porque tatto está lá só de sem graça .",positive,"@mmarescast @jilmartatto @guilhermeboulos @dasilvabenedita @majordenice @adriana_accorsi @manueladavila @mariliaarraes @luiziannelinspt guilherme boulos, right? in sampa. because tatto is there just plain."
1325948122250555392,@priscilllando acho que se o arthur conseguir ir para o segundo turno ele leva as eleições. o boulos eu acho que perde para o covas,negative,@priscilllando I think if arthur manages to go to the second round he takes the elections. the boulos i think loses to the caves
1325948119629094915,@arte_queiroz @zehdeabreu @sergimtwit @cirogomes @guilhermeboulos poderia apoiar boulos em são paulo mas não fez. também desconfio,neutral,@arte_queiroz @zehdeabreu @sergimtwit @cirogomes @guilhermeboulos could support boulos in são paulo but didn't. I also suspect
1325948118945370112,"@raka_linda minha ""indecisão"" é por conta de quem garantirá q russonaro não vá ao 2ot. se bruno tiver chances d levar no 1ot vou nele. voto em boulos ou frança pra tirar o russonaro do 2ot. em minha visão, sp estará bem na foto com bruno, boulos ou frança. nenhum dos 3 é ótimo ou péssimo.",positive,"@raka_linda my ""indecision"" is on account of who will guarantee q russonaro does not go to 2ot. if bruno has a chance to take it in the 1st, I'll go to him. vote in boulos or france to get russonaro out of 2ot. in my view, sp will look good in the photo with bruno, boulos or france. none of the 3 is great or lousy."
1325948117821378560,"boulos no segundo turno em sp, manuela em porto alegre... o bolsonarismo com seus dias contados. amém",negative,"boulos in the second round in sp, manuela in porto alegre ... bolsonarismo with its days numbered. amen"
1325948111659929600,exato! risco é o desmonte final de russomano - com votos dele na periferia migrando para o tucano. liquidaria no primeiro turno. boulos bateu no teto do voto progressista. pra crescer precisa avançar na periferia. não conseguiu ate agora. no segundo turno pode acontecer? talvez.,positive,exact! risk is the final dismantling of Russomano - with his votes on the periphery migrating to the toucan. would liquidate in the first round. boulos hit the roof of the progressive vote. to grow you need to move on the periphery. has not succeeded so far. in the second round can it happen? perhaps.
1325948095230844928,fiquei tão feliz com essa notícia ai passei na frente da tv e vi a joyce atacando o boulos abertamente que odio,neutral,I was so happy with this news there I passed in front of the TV and saw Joyce openly attacking the boulos that I hate
1325948089593712646,nova pesquisa do ibope em são paulo: o candidato russomano depois q recebeu apoio do bolsonaro e posou com ao seu lado caiu para terceiro lugar atrás de covas e boulos. parece ser um aperitivo do q vai acontecer em 2022,negative,new survey by ibope in são paulo: the Russomano candidate after he received support from the bolsonaro and posed with his side fell to third place behind pits and boulos. seems to be an appetizer of what will happen in 2022
1325948071436562433,o boulos todo sorridente na live,positive,the boulos all smiling on live
1325948067561041920,"#governofake ""moro sugeriu ao procurador que trocasse ordem de fases, cobrou agilidade [...] antecipou decisão, criticou e sugeriu recursos ao mp, deu broncas em como se fosse superior hierárquico dos procuradores e da policia federal""",positive,"#governofake ""moro suggested to the prosecutor to change order of phases, demanded agility [...] anticipated decision, criticized and suggested resources to the mp, gave scolding as if he were the superior of the prosecutors and the federal police"""
1325948056878133249,"@janinelimeira assim como o boulos subiu nas pesquisas, subiu o covas. pra mim tá bem claro que mesmo que boulos vá pro 2º turno, ele não ganha. o plano pra colocar o centrão da direita em todos os poderes vai de vento em popa...",negative,"@janinelimeira as well as boulos went up in the polls, the caves went up. for me it is very clear that even if boulos go to the 2nd round, he does not win. the plan to put the center of the right in all powers goes from strength to strength ..."
1325948036057542656,@feh__amaro reizinha comunistah na minha cidade só tem uma vereadora do psol aff queria um boulos pra prefeito aq,neutral,@feh__amaro reizinha comunistah in my city there is only one councilor from psol aff wanted a boulos for mayor aq
1325948032832196608,ibope são paulo: boulos passa russomanno e fica em segundo lugar,neutral,ibope são paulo: boulos passes Russomanno and takes second place
1325948021008453632,"@guilhermeboulos não conheço um eleitor do boulos que esteja arrependido, pelo contrário, já iniciamos a campanha pra 2020. é o melhor candidato a prefeito de todos os tempos! #governofake",positive,"@guilhermeboulos I don't know a boulos voter who is sorry, on the contrary, we have already started the campaign for 2020. he is the best candidate for mayor of all time! #governofake"
1325948019339096064,"@rosedbarros acho que é mentira boulos em segundo lugar, novamente as pesquisas enganando todo mundo",neutral,"@rosedbarros I think it's a lie boulos in second place, again the research fooling everyone"
1325948016726056960,"o vídeo do @guilhermeboulos jogando futebol bem irônico kkk enquanto o candidato bozominion só usa nome de milicianos, boulos usa a cultura",positive,"the video of @guilhermeboulos playing very ironic football kkk while the candidate bozominion only uses the name of militiamen, boulos uses culture"
1325948004726173696,"não sou de são paulo, mas me entrometo pela importância para a conjuntura nacional que envolve a prefeitura da cidade! qual a dificuldade da esquerda abraçar em peso a candidatura de boulos? nenhuma outra têm chances? ou vão arriscar um segundo turno todo de direita?",negative,"I'm not from São Paulo, but I get involved in the importance for the national situation that involves the city hall! what is the difficulty of the left to embrace the candidacy of boulos in weight? no other chance? or are they going to risk a second round right-wing?"
1325947993879613440,"@_makavelijones bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@_makavelijones good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325947992625524737,"@seovinie @arthurmoledoval cara.... frança entre os empatados é o com menos voto (boulos,russomano, frança)",negative,"@seovinie @arthurmoledoval guy .... france among the tied is the one with the least vote (boulos, russomano, france)"
1325947984639631361,"@dotora_ do boulos, que acho que cresce para possíveis futuras candidaturas.",neutral,"@dotora_ do boulos, which I think grows for possible future applications."
1325947984153108482,@nadanovonofront a maior ironia da historia seria o boulos conseguir 20% e terminar em segundo...numa disputa onde o primeiro conseguiu mais de 50%,positive,@nadanovonofront the biggest irony in history would be for boulos to get 20% and finish second ... in a dispute where the first one got more than 50%
1325947978457247745,aaaaaaaaaaaaaaaaaaaa boulos segundo turno look vamo virá,negative,aaaaaaaaaaaaaaaaaaaa boulos second round look vamo will come
1325947959675133952,"@doug08_tri @haalandinho1 @joelpinheiro85 fiz as contas. o boulos tem 25% de rejeição. sobra 75%, que é mais do que suficiente para vencer",positive,"@ doug08_tri @ haalandinho1 @ joelpinheiro85 I did the math. boulos has 25% rejection. 75% left, which is more than enough to win"
1325947958211342336,eu e a alexia combinamos de panfletar na rua caso o boulos va por segundo turmo eu morro de covid mas vamo eleger esse home,neutral,me and alexia agreed to pamphlet on the street if boulos goes for a second class i die of covid but let's choose this man
1325947958047674371,gui virou!,neutral,gui turned!
1325947941597687815,"to fazendo campanha pro boulos de graça, pq ele mto manero",positive,"I'm campaigning for boulos for free, because he's really cool"
1325947941002113024,"@paulomartins10 boulos não ganha, russomano será prefeito de sp !",positive,"@ paulomartins10 boulos doesn't win, russomano will be mayor of sp!"
1325947928159121408,@ad079c17a453488 @lauraabcarvalho @joelpinheiro85 eu sinceramente acho o boulos bem mais à esquerda que o sanders.,positive,@ ad079c17a453488 @lauraabcarvalho @ joelpinheiro85 I honestly think boulos is much more to the left than sanders.
1325947918931660800,"eai, vamo subir a tag #vaidar51 galera? o vagabundo do boulos ta no trending topics e ninguem ta fazendo nada",neutral,"hey, let's go up the tag # vaidar51 guys? boulos bum is not trending topics and nobody is doing anything"
1325947909700005891,sobre a eleição para a prefeitura de são paulo e boulos em 2º lugar.,neutral,on the election for the mayor of são paulo and boulos in 2nd place.
1325947907388936194,@ewbayer eu curti pelo boulos mesmo mas aceito a bera kkkkk,positive,@ewbayer I liked the boulos even but I accept the cool kkkkk
1325947900308893697,@lgdobrasil e o boulos??,neutral,@lgdobrasil and the boulos ??
1325947896949301249,chocado q o boulos ta indo pro 2 turno,negative,shocked that the bulls are going to the 2nd shift
1325947896466911232,@o_alezinh07 melhor que boulos,positive,@ o_alezinh07 better than boulos
1325947895850348545,aí agora toda hora aparece foto do boulos com a erundina e... enfim.... hahhhahahah,neutral,there now every time a photo of the boulos appears with the erundin and ... anyway .... hahhhahahah
1325947891375087616,"#virasp50 vai ter boulos no segundo turno, sim!",negative,"# virasp50 will have boulos in the second round, yes!"
1325947887373737986,"@dotora_ o qie eo tô vendo da eleição de sp e que eu acho que em um possivel segundo turno, o boulos pode receber o percentual do pt e do pc do b e talvez, mas bem difícil, alguma coisa do frança, o covas recebe todo o resto e deve levar infelizmente. porém não apaga a excelente campanha",negative,"@dotora_ qie and i'm seeing the election of sp and that i think that in a possible second round, boulos can receive the percentage of pt and pc of be maybe, but very difficult, something from france, covas receives all the rest and it should take unfortunately. but it does not erase the excellent campaign"
1325947877676507136,"@nadanovonofront to contigo. o boulos deveria estar crescendo,1% que fosse. é importante estar em tendencia de crescimento na semana anterior a votação.",positive,"@nadanovonofront to you. boulos should be growing, by 1%. it is important to be on a growth trend in the week before the vote."
1325947876611076096,"fica, vai ter boulos e erundina",neutral,"stay, there will be boulos and erundina"
1325947873280847874,"boulos virou graças a luta e militância que está firme e forte com ele, fazendo campanha limpa nas redes sociais, panfletando voluntariamente virando voto. porque acreditamos em novo projeto para são paulo #viradacomboulos50 #virasp50 juntos com @guilhermeboulos e @luizaerundina",positive,"boulos turned thanks to the fight and militancy that is firm and strong with him, making a clean campaign on social networks, voluntarily leafing into a vote. because we believe in a new project for são paulo # viradacomboulos50 # virasp50 together with @guilhermeboulos and @luizaerundina"
1325947870789459968,"@dcpbl29 @carteiroreaca não tem mesmo, todos muito ruim, na minha opinião boulos é o pior de todos",negative,"@ dcpbl29 @carteiroreaca doesn't really have it, all too bad, in my opinion boulos is the worst of all"
1325947868235051008,"queria ser desse estado aí só pra votar no boulos e falar q é pq eu tava triste e falaram ""morre ñ, vai no boulos""",negative,"I wanted to be in that state just to vote for boulos and say that it is because I was sad and they said ""die ñ, go to boulos"""
1325947839197929473,são paulo ignorando o russomanno e finalmente dando bola pro boulos.. orra até que enfim tomaram vergonha na cara,neutral,"São Paulo ignoring Russomanno and finally giving the ball to boulos .. well, finally they were ashamed of themselves"
1325947827223212036,@arnobio1969 é bem possível que o pessoal mais maluco se una para derrubar o boulos logo no primeiro turno mesmo.,positive,@ arnobio1969 it is quite possible that the craziest people get together to take down the boulos in the very first shift.
1325947822072619010,"@gentefine o boulos é foda, mega carismatico, eu queria muito ele eleito, mas ele é o mais passivel de sofrer fake news e ser desmoralizado facil por coisas que nem preciso comentar, a gente ta ligado mas o eleitor medio vai cair no conto do invasor meliante de esquerda e fugir, isso fode",positive,"@gentefine boulos is awesome, mega charismatico, I really wanted him elected, but he is the most likely to suffer fake news and be demoralized easily by things that I don't even need to comment on, we are aware but the average voter will fall into the story of left cheering invader and run away, it fucks"
1325947811712671745,o boulos diz que vai executar as dívidas fiscais dos bancos para subsidiar os programas de “renda básica” e “passe livre”. vai dar certo galera,positive,boulos says it will execute the banks' tax debts to subsidize the “basic income” and “free pass” programs. it will work guys
1325947801042362368,"@ivanvalente @guilhermeboulos @anacmielke bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@ivanvalente @guilhermeboulos @anacmielke good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325947799695921152,queria ter o prazer de ser de sp e votar no boulos nessa eleição. mas antes de ficar triste lembro que aqui tem que votar forte no marinho pra tirar o morandória,negative,I wanted to have the pleasure of being from SP and to vote for boulos in that election. but before I get sad I remember that here you have to vote strongly in the marine to remove the morandória
1325947797171019777,"@albertocalmeida a ameaça boulos tende a reunir os sensatos em torno do bruno covas - o que ajuda o dória a manter seu nome competitivo para 2022, se cumprida algumas condicionalidades. é a falta de inteligência da atual esquerda estragando uma eleição que poderia ser vencida.",positive,"@albertocalmeida the boulos threat tends to bring together the sensible around bruno covas - which helps dória keep its name competitive for 2022, if certain conditions are met. it is the current left’s lack of intelligence spoiling an election that could be won."
1325947795682029576,boulos no segundo turno irraaa,negative,boulos in the second round irraaa
1325947780813246464,"@mwtheusz mas acho q se ele chegar no segundo turno o horário é dividido igualmente não é? ai mta gente passaria a conhecer o boulos pq hj ele tem uma taxa de conhecimento mt baixa, aí talvez isso desse uma equilibrada",positive,"@mwtheusz but I think if he arrives in the second round the time is divided equally isn't it? so many people would get to know boulos because today he has a very low knowledge rate, so maybe that would give him a balanced"
1325947778556637186,#virasp50 estou com boulos e erundina!,neutral,# virasp50 I have boulos and erundina!
1325947773624217602,novamente: corre o risco de russomanno nao ir ao segundo turno em sao paulo. classico cavalo paraguaio das eleicoes paulista. sempre larga na frente e vai ficando pelo caminho... pesquisa ibope em são paulo: olhai,negative,again: you run the risk of russomanno not going to the second round in sao paulo. classic Paraguayan horse of the São Paulo elections. always start in the front and stay on the path ... ibope research in são paulo: look
1325947764337991682,domingo vai ter coquetel especial pra harmonizar com boulos? ô se vai.,positive,Sunday will have a special cocktail to harmonize with boulos? ô go.
1325947761020334080,saco tô muito triste se não fosse a pandemia provavelmente o boulos ia lá na minha faculdade pra fazer campanha e eu ia amar conversar com o meu prefeito tirar uma foto com ele e participar dos eventos que ele fosse também que inferno sabe,neutral,"I'm really sad if it weren't for the pandemic the boulos would probably go to my college to campaign and I would love to talk to my mayor to take a picture with him and participate in the events he was also, what the hell knows"
1325947760688984069,"@guilhermeboulos primeiro o trump saindo e agora o boulos virando, ohhh 2020 me da esse presente vai",positive,"@guilhermeboulos first the trump leaving and now the boulos turning, ohhh 2020 give me this gift"
1325947753801916417,vai boulos!! estou contigo para todo o sempre!!@guilhermeboulos,neutral,go boulos !! I am with you forever !! @ guilhermeboulos
1325947745543352325,pelo jeito vai ter covas e boulos para o segundo turno.,negative,it looks like there will be pits and boulos for the second round.
1325947733258145794,@somoslivressim olho nas urnas já estão compradas com votos de boulos,neutral,@somoslivressim eye on the polls are already bought with votes from boulos
1325947721258299392,"@gsantelli boulos não tem chance alguma no turno, ele nem mesmo vai para o segundo turno, será covas x frança pode me cobrar depois, vc tem que diferenciar sua torcida e da sua bolha para o mundo real, olha as pesquisas no segundo turno...",negative,"@gsantelli boulos doesn't have any chance in the shift, he doesn't even go to the second round, it will be pits x france can charge me later, you have to differentiate your crowd and your bubble to the real world, look at the polls in the second round. .."
1325947708444733448,@somoslivressim para mim a ideia é levar covas e boulos para o segundo turno e covas vença,positive,@somoslivressim for me the idea is to take pits and boulos for the second round and win pits
1325947702362972160,"ridículo essa candidatura do pt, 6% que poderiam ser do boulos esse partido nao cansa de fazer cagada",negative,"ridiculous this candidacy of the pt, 6% that could be from boulos this party never tires of shitting"
1325947674995142659,hj panfletei e colei adesivo do boulos na minha rua toda kkkkk meu bairro q lute,positive,hj pamphlet and pasted boulos sticker on my whole street kkkkk my neighborhood q fight
1325947660277329921,serase dá tempo de mudar pra sp e transferir meu título de eleitor só pra votar no boulos,neutral,serase gives me time to change to sp and transfer my voter title just to vote for boulos
1325947634109046784,eu vou soltar tantos fogos se o boulos ganhar q vao achar q chegou droga aqui no meu bairro,positive,I'll let off so many fires if the boulos win that they'll find that drugs arrived here in my neighborhood
1325947632792047617,se tivesse em 3º estaríamos com ele. agora é boulos sem discussão.,neutral,if he was in 3rd we would be with him. now it is boulos without discussion.
1325947630325805063,"boulos é o único que sabe o que é viver na periferia. nos dê essa chance, permitam conhecer nossa realidade, de verdade!",positive,"boulos is the only one who knows what it is like to live on the periphery. give us that chance, let us know our reality, really!"
1325947624101441536,"@sobralmarilia ia ser muito doido são paulo eleger boulos, principalmente considerando que elegeram doria e bolsonaro. sem falar de joice, dudu, janaína e olímpio.",positive,"@sobralmarilia it would be very crazy são paulo to elect boulos, especially considering that they elected doria and bolsonaro. not to mention joice, dudu, janaína and olimpio."
1325947623937880070,pesquisa ibope: ⁦@guilhermeboulos⁩ em segundo lugar em são paulo!!!!!!,neutral,ibope research: @guilhermeboulos in second place in são paulo !!!!!!
1325947621064798209,ser aprovada direto em fisiologia e boulos no segundo turno era tudo que eu precisava só espero que essa felicidade se consolide,positive,getting passed straight in physiology and boulos in the second round was all I needed I just hope this happiness is consolidated
1325947603385716736,eu no domingo votando no boulos,neutral,me on Sunday voting for boulos
1325947603289305091,@blogdosakamoto boulos vai virar o jogo!!!,neutral,@blogdosakamoto boulos will turn the tables !!!
1325947601259204610,@rogerduncan21 @carteiroreaca não é o melhor é o menos pior entre covas e boulos,negative,@ rogerduncan21 @carteiroreaca is not the best it is the least worst between caves and boulos
1325947594934247426,@saviopr se der boulos vai bater a vontade de comprar passagem pra sp e ir comemorar no masp kkkk,neutral,@saviopr if you give boulos will beat the urge to buy tickets to sp and go celebrate at masp kkkk
1325947591603924992,"porque essas fdp não vão votar no boulos, gente?",neutral,"why won't those pdfs vote for boulos, guys?"
1325947591188746240,"avisem os faria limers e ""gestores de fundos"", que adoram brincar com $$ alheio, q russomano derreteu pq grudou sua imagem ao parvo-mandriao. vai conseguir perder do boulos! pesquisa em #saopaulo : covas, 32%; boulos, 13%; russomanno, 12% #eleicoes2020",positive,"warn you would make limers and ""fund managers"", who love to play with $$ from others, q Russomano melted because he stuck his image to the fool. will be able to lose the boulos! research in #saopaulo: pits, 32%; boulos, 13%; russomanno, 12% # eleicoes2020"
1325947578433888256,são paulo será administrada por boulos ano que vem.... vai vendo,neutral,são paulo will be managed by boulos next year .... go see
1325947568069734402,@bifeensur @igor_mirandaa @deadperez vou votar no boulos caraio kkkkkkkk respeita minha história,neutral,@bifeensur @igor_mirandaa @deadperez I will vote for the guy cara kkkkkkkk respects my story
1325947549077942272,"@emerichpaloma ele podia se retirar e declarar apoio ao boulos. não voto em sp, mas depois da entrevista dele no flow, estou curioso para saber como ele administraria a cidade. seria um ótimo teste para presidência.",positive,"@emerichpaloma he could withdraw and declare support for boulos. I don't vote for SP, but after his interview with Flow, I'm curious to know how he would manage the city. it would be a great test for the presidency."
1325947531415662598,"vey,já pensou se o boulos ganha em sao paulo? ia ser xilique por 4 anos.",positive,"vey, have you ever thought if boulos wins in sao paulo? it was going to be woodland for 4 years."
1325947513027833857,fodeeeeee vamoa boulos,neutral,fodeeeeee vamoa boulos
1325947490038910984,"meu deus do ceu o boulos no segundo turno os jornalistas da globonews 24h por dia falando em ""bolsonaro com o sinal trocado"" eu já nao aguento mais",negative,"my god of the sky the boulos in the second round the journalists of globonews 24 hours a day talking in ""bolsonaro with the changed sign"" i can't take it anymore"
1325947486557581313,"@haddaddebochado na verdade a pesquisa indica que o covas pode ser eleito no primeiro turno de cara, mesmo com um crescimento do boulos e um quedo do russomanno.",positive,"@haddaddebochado in fact the research indicates that the covas can be elected in the first round, even with a growth of boulos and a fall of russomanno."
1325947484296843265,@wickedgme kkkk café com boulos virou paes com boulos,neutral,@wickedgme kkkk coffee with boulos turned paes with boulos
1325947482275262464,boulos passando o russomano que sabor,neutral,boulos passing the Russomano that taste
1325947473878278147,"a diferença que faz uma campanha engajada.... boulos em segundo lugar e crescendo!! que orgulho de ter feito uma pontinha nisso! e é aquela velha história né: no domingo, os amigos do 13 e do 12 sem contar pra ninguém apertam 50 e dá tudo certo",positive,"the difference that makes an engaged campaign .... boulos in second place and growing !! what a pride to have made a point in it! and it's that old story, right: on Sunday, friends of 13 and 12 without telling anyone press 50 and everything works out"
1325947473500762112,"@arthurmoledoval é mais fácil o boulos vencer do que você brother, infelizmente é isso, são paulo tá na merda, assim como o brasil.",positive,"@arthurmoledoval it's easier for boulos to win than you brother, unfortunately that's it, são paulo is in shit, just like brazil."
1325947456287338497,a pessoa tem que ser muito retardada pra votar no boulos.,negative,one has to be very retarded to vote for boulos.
1325947453393297408,@arthurmoledoval você tem planos para se proteger de uma possivel fulga de votos induzido por pesquisas para evitar o boulos em um possível segundo turno?,neutral,@arthurmoledoval do you have any plans to protect yourself from a possible poll vote-induced poll to avoid boulos in a possible runoff?
1325947423399796737,@khr_sts @billraguza é assim que começa. estamos vendo isto nos eua. a mídia projeta o candidato até que vire realidade. inacreditável que os paulistanos aceitem. trancou uma vez e agora jogará chave fora. pesquisa mente e manipulam. se liguem! imaginem um segundo turno covas×boulos... ferrou! reajam,negative,@khr_sts @billraguza this is how it starts. we are seeing this in the usa. the media projects the candidate until it becomes reality. unbelievable that paulistanos accept. locked it once and now it will throw away the key. research mind and manipulate. connect! imagine a second round caves × boulos ... screwed! react
1325947422556770311,se o boulos ganhar em sp vai ser festa maior que trump x biden !,positive,if boulos wins in sp it will be a bigger party than trump x biden!
1325947421558525953,vai ter boulos sim #bouloserundina50 #virasp50,neutral,yes there will be boulos # bouloserundina50 # virasp50
1325947416185597954,é boulos no segundo turno e pronto.,negative,it's boulos in the second round and that's it.
1325947413086031873,nossa se o boulos for pro segundo turno de sp vai ser tudo,negative,wow if boulos goes to the second round of sp it will be all
1325947411735470082,eu n acredito q eu to me iludindo com o boulos passando o celso desumano nas pesquisas tomara q venha ai,negative,I don't believe I'm deluding myself with the bulls passing the inhumane celso in the polls hopefully come on
1325947396589838342,"eu queria ser o otimista com o boulos em 2o nas pesquisas, mas na verdade não é que ele tá crescendo. é o russomano que tá desidratando e tendo seus votos direcionados pro covas e um pouco pro mamãe falei",negative,"I wanted to be the optimist with boulos in 2nd place in the polls, but it's not really that he's growing. is the Russomanian who is dehydrating and having his votes directed to the pits and a little to mom I said"
1325947392143876097,se o boulos ganhar eu vou abrir o cu no onlyfans,positive,if boulos wins i will open my ass on onlyfans
1325947385076441089,"tatto é boulos precisam se unir para um deles ir pro segundo turno. se não se unirem, vão deixar o candidato do fascista ir.",negative,"tattoos and boulos need to get together for one of them to go to the second round. if they do not come together, they will let the fascist candidate go."
1325947371923140608,@guilhermeboulos it malia que meu boulos tá crescendo bonito,positive,@guilhermeboulos it malia my boulos is growing beautiful
1325947364440420352,"@somoslivressim @grangedri a verdade vai prevalecer. dinovo, eu não acredito nestas pesquisas fraudulentas... querem induzir o pessoal ao voto. posso me enganar, mas o bruno covas não vai ser reeleito, fato! outra coisa, boulos???? só pode ser piada!!",negative,"@somoslivressim @grangedri the truth will prevail. dinovo, I do not believe in these fraudulent polls ... they want to induce people to vote. I can be wrong, but Bruno Covas will not be re-elected, fact! something else, boulos ???? it can only be a joke !!"
1325947355250778118,@caitomainier queria poder votar no boulos.,neutral,@caitomainier i wish i could vote for boulos.
1325947353518530561,@gabyncold um celtinhaaaaaw aproveitar o hype do boulos kkkkkkkkkkk,positive,@gabyncold a celtinhaaaaaw enjoy the hype of boulos kkkkkkkkkkk
1325947352151183366,"esperando o boulos ganhar essa eleição pra falar com convicção ""fica, vai ter boulos""",positive,"waiting for boulos to win this election to speak with conviction ""stay, there will be boulos"""
1325947351442321410,clipe de celtinha | na pisadinha do boulos via @youtube,neutral,celtinha clip | in the step of boulos via @youtube
1325947337403998209,boulos ultrapassou o russomano ta vindo ai galera,neutral,boulos surpassed Russomano is coming there guys
1325947332630892545,@castellarinando @sigagazetabr o que quer dizer que boulos em nome de jeus vai ganhar top senhor fernando amém,positive,@castellarinando @sigagazetabr what does it mean that boulos in the name of jeus will win top sir fernando amém
1325947321046233095,ver um cara como o boulos indo pro segundo turno da cidade mais importante do brasil é lindo demais,positive,seeing a guy like boulos going to the second round of the most important city in brazil is too beautiful
1325947310594011137,"russomano caindo mais q i love me nos charts amoooo, boulos lenda",positive,"russomano falling more q i love me on the charts amoooo, boulos legend"
1325947308534534145,também já comentei isso. nada melhor que covas ir para o segundo turno com o boulos. essa pesquisa é fake!,negative,I have also commented on this. nothing better than pits to go to the second round with boulos. this research is fake!
1325947303446843392,que marcio frança o que a esquerda vota pela esquerda eu vou de boulos #virasp50,neutral,that marcio france what the left votes for the left i go boulos # virasp50
1325947286661328898,"@joelpinheiro85 claro né, o boulos é da turma da erva, ai seus olhos até brilham .",neutral,"@ joelpinheiro85 of course, the boulos are from the herb group, so their eyes even shine."
1325947283536547845,"@joicehasselmann me diz ai xoice, como é ser a deputada mais votada em 2018, e perder pro boulos em 2020?",positive,"@joicehasselmann tell me there xoice, what is it like to be the most voted deputy in 2018, and lose to boulos in 2020?"
